PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Andre Drummond,DET,11/25/2013,DET vs. MIL,W,25,12,6,10,60.0,0,0,-,0,0,-,2,6,8,1,2,0,1,5,13
Jonas Jerebko,DET,11/25/2013,DET vs. MIL,W,5,7,3,3,100.0,1,1,100.0,0,0,-,0,1,1,0,0,0,0,0,1
Will Bynum,DET,11/25/2013,DET vs. MIL,W,13,5,1,4,25.0,0,2,0.0,3,4,75.0,0,1,1,2,1,0,2,3,1
Kentavious Caldwell-Pope,DET,11/25/2013,DET vs. MIL,W,36,14,5,9,55.6,2,5,40.0,2,3,66.7,1,1,2,3,2,0,0,5,0
Greg Monroe,DET,11/25/2013,DET vs. MIL,W,32,16,5,10,50.0,0,0,-,6,8,75.0,1,5,6,3,1,0,0,0,21
Kyle Singler,DET,11/25/2013,DET vs. MIL,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,14
Greg Monroe,DET,11/24/2013,DET @ BKN,W,34,18,8,12,66.7,0,0,-,2,4,50.0,2,9,11,1,1,0,1,3,8
Kentavious Caldwell-Pope,DET,11/24/2013,DET @ BKN,W,24,5,2,10,20.0,1,3,33.3,0,0,-,0,0,0,0,1,0,0,3,7
Andre Drummond,DET,11/24/2013,DET @ BKN,W,27,9,4,6,66.7,0,0,-,1,4,25.0,5,5,10,0,1,0,2,1,-5
Kyle Singler,DET,11/24/2013,DET @ BKN,W,26,11,3,7,42.9,1,2,50.0,4,6,66.7,3,3,6,0,0,1,1,4,7
Charlie Villanueva,DET,11/24/2013,DET @ BKN,W,12,8,3,6,50.0,2,4,50.0,0,0,-,1,2,3,0,0,2,0,2,0
Peyton Siva,DET,11/24/2013,DET @ BKN,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Josh Harrellson,DET,11/24/2013,DET @ BKN,W,11,4,2,4,50.0,0,2,0.0,0,0,-,0,0,0,0,0,0,0,2,12
Josh Smith,DET,11/24/2013,DET @ BKN,W,33,13,4,9,44.4,1,3,33.3,4,8,50.0,0,8,8,3,3,0,1,3,14
Rodney Stuckey,DET,11/24/2013,DET @ BKN,W,31,27,10,16,62.5,0,1,0.0,7,8,87.5,2,2,4,6,2,0,1,1,15
Tony Mitchell,DET,11/24/2013,DET @ BKN,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Brandon Jennings,DET,11/24/2013,DET @ BKN,W,41,14,2,10,20.0,0,2,0.0,10,10,100.0,0,2,2,10,1,0,3,0,4
Kyle Singler,DET,11/22/2013,DET vs. ATL,L,41,22,9,13,69.2,1,2,50.0,3,4,75.0,0,3,3,1,1,1,2,4,-10
Jonas Jerebko,DET,11/22/2013,DET vs. ATL,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,4
Brandon Jennings,DET,11/22/2013,DET vs. ATL,L,38,8,4,16,25.0,0,4,0.0,0,0,-,1,1,2,14,1,0,5,4,-8
Greg Monroe,DET,11/22/2013,DET vs. ATL,L,29,11,4,9,44.4,0,0,-,3,4,75.0,3,8,11,1,1,1,2,1,-1
Josh Smith,DET,11/22/2013,DET vs. ATL,L,20,0,0,7,0.0,0,1,0.0,0,0,-,0,7,7,1,1,3,2,0,-8
Andre Drummond,DET,11/22/2013,DET vs. ATL,L,35,15,6,7,85.7,0,0,-,3,8,37.5,4,12,16,0,0,2,0,3,3
Josh Harrellson,DET,11/22/2013,DET vs. ATL,L,11,7,3,3,100.0,1,1,100.0,0,0,-,1,4,5,0,0,0,0,1,-8
Rodney Stuckey,DET,11/22/2013,DET vs. ATL,L,31,17,6,15,40.0,0,0,-,5,6,83.3,0,5,5,1,0,0,1,3,-10
Kentavious Caldwell-Pope,DET,11/22/2013,DET vs. ATL,L,28,9,4,14,28.6,1,5,20.0,0,0,-,2,1,3,1,4,0,0,0,4
Peyton Siva,DET,11/22/2013,DET vs. ATL,L,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,3,0,-1
Josh Smith,DET,11/20/2013,DET @ ATL,L,36,11,5,15,33.3,0,4,0.0,1,2,50.0,2,4,6,2,3,2,1,3,-18
Kyle Singler,DET,11/20/2013,DET @ ATL,L,22,6,2,6,33.3,0,1,0.0,2,2,100.0,3,4,7,1,0,1,2,0,3
Josh Harrellson,DET,11/20/2013,DET @ ATL,L,6,3,1,1,100.0,1,1,100.0,0,0,-,1,0,1,0,0,1,1,2,-3
Rodney Stuckey,DET,11/20/2013,DET @ ATL,L,26,18,7,12,58.3,1,1,100.0,3,3,100.0,0,0,0,2,1,0,5,6,-3
Brandon Jennings,DET,11/20/2013,DET @ ATL,L,41,21,9,21,42.9,3,6,50.0,0,1,0.0,3,4,7,6,1,0,4,0,-16
Peyton Siva,DET,11/20/2013,DET @ ATL,L,6,0,0,0,-,0,0,-,0,0,-,0,1,1,1,2,0,0,2,11
Gigi Datome,DET,11/20/2013,DET @ ATL,L,11,5,2,4,50.0,1,3,33.3,0,0,-,0,1,1,0,0,0,0,1,12
Andre Drummond,DET,11/20/2013,DET @ ATL,L,35,10,5,11,45.5,0,0,-,0,0,-,3,9,12,0,4,1,0,4,1
Greg Monroe,DET,11/20/2013,DET @ ATL,L,34,7,3,8,37.5,0,0,-,1,2,50.0,2,2,4,4,2,0,2,2,-19
Kentavious Caldwell-Pope,DET,11/20/2013,DET @ ATL,L,23,4,1,9,11.1,0,6,0.0,2,2,100.0,1,3,4,1,0,0,0,1,-8
Peyton Siva,DET,11/19/2013,DET vs. NYK,W,11,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,0,0,0,1,2,4
Brandon Jennings,DET,11/19/2013,DET vs. NYK,W,27,2,1,3,33.3,0,0,-,0,0,-,0,0,0,7,0,1,1,0,3
Kyle Singler,DET,11/19/2013,DET vs. NYK,W,23,5,2,4,50.0,1,3,33.3,0,0,-,0,2,2,0,0,0,0,2,3
Josh Smith,DET,11/19/2013,DET vs. NYK,W,41,19,7,19,36.8,2,6,33.3,3,5,60.0,3,2,5,4,1,0,1,3,9
Gigi Datome,DET,11/19/2013,DET vs. NYK,W,5,3,1,2,50.0,1,2,50.0,0,0,-,0,0,0,1,1,0,2,0,-3
Kentavious Caldwell-Pope,DET,11/19/2013,DET vs. NYK,W,29,13,4,12,33.3,3,7,42.9,2,2,100.0,0,4,4,0,1,0,0,2,12
Rodney Stuckey,DET,11/19/2013,DET vs. NYK,W,31,21,8,14,57.1,0,0,-,5,5,100.0,1,1,2,5,1,0,2,3,-2
Andre Drummond,DET,11/19/2013,DET vs. NYK,W,36,13,6,7,85.7,0,0,-,1,5,20.0,4,7,11,1,2,3,3,4,-6
Greg Monroe,DET,11/19/2013,DET vs. NYK,W,36,16,6,8,75.0,0,0,-,4,4,100.0,2,9,11,1,0,0,5,4,10
Gigi Datome,DET,11/17/2013,DET @ LAL,L,6,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,10
Kyle Singler,DET,11/17/2013,DET @ LAL,L,20,2,1,3,33.3,0,1,0.0,0,0,-,0,1,1,2,0,0,0,1,-20
Rodney Stuckey,DET,11/17/2013,DET @ LAL,L,30,16,8,16,50.0,0,2,0.0,0,0,-,0,1,1,1,2,0,3,1,-7
Josh Smith,DET,11/17/2013,DET @ LAL,L,38,18,7,12,58.3,3,5,60.0,1,2,50.0,1,7,8,3,2,1,3,1,-5
Greg Monroe,DET,11/17/2013,DET @ LAL,L,37,17,8,14,57.1,0,0,-,1,8,12.5,5,2,7,3,1,1,3,0,-5
Andre Drummond,DET,11/17/2013,DET @ LAL,L,38,14,7,9,77.8,0,0,-,0,2,0.0,3,10,13,0,2,1,1,2,-16
Kentavious Caldwell-Pope,DET,11/17/2013,DET @ LAL,L,26,7,3,8,37.5,1,5,20.0,0,0,-,0,3,3,1,0,0,1,2,-22
Brandon Jennings,DET,11/17/2013,DET @ LAL,L,39,23,8,22,36.4,4,8,50.0,3,3,100.0,3,2,5,14,0,0,3,3,-1
Peyton Siva,DET,11/17/2013,DET @ LAL,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Josh Harrellson,DET,11/17/2013,DET @ LAL,L,1,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-2
Tony Mitchell,DET,11/17/2013,DET @ LAL,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2
Jonas Jerebko,DET,11/17/2013,DET @ LAL,L,3,2,0,1,0.0,0,0,-,2,2,100.0,0,0,0,0,0,0,0,0,-5
Jonas Jerebko,DET,11/15/2013,DET @ SAC,W,7,6,2,2,100.0,1,1,100.0,1,2,50.0,0,0,0,1,0,0,0,1,-5
Will Bynum,DET,11/15/2013,DET @ SAC,W,8,0,0,2,0.0,0,0,-,0,0,-,1,0,1,1,0,0,1,0,-7
Kentavious Caldwell-Pope,DET,11/15/2013,DET @ SAC,W,21,7,2,5,40.0,0,2,0.0,3,3,100.0,0,2,2,2,0,0,0,1,1
Rodney Stuckey,DET,11/15/2013,DET @ SAC,W,30,16,6,13,46.2,1,3,33.3,3,3,100.0,1,3,4,4,0,1,1,2,5
Greg Monroe,DET,11/15/2013,DET @ SAC,W,30,8,4,9,44.4,0,0,-,0,1,0.0,0,4,4,0,2,0,1,5,7
Andre Drummond,DET,11/15/2013,DET @ SAC,W,36,15,7,13,53.8,0,0,-,1,3,33.3,8,10,18,1,2,0,4,2,7
Josh Smith,DET,11/15/2013,DET @ SAC,W,44,21,6,13,46.2,2,6,33.3,7,10,70.0,0,8,8,7,5,4,4,3,11
Kyle Singler,DET,11/15/2013,DET @ SAC,W,23,11,5,11,45.5,1,5,20.0,0,0,-,1,2,3,1,0,1,0,3,3
Gigi Datome,DET,11/15/2013,DET @ SAC,W,1,2,1,3,33.3,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,2
Brandon Jennings,DET,11/15/2013,DET @ SAC,W,39,11,5,14,35.7,1,5,20.0,0,2,0.0,2,4,6,9,1,0,1,3,11
Kentavious Caldwell-Pope,DET,11/12/2013,DET @ GSW,L,24,9,4,11,36.4,1,3,33.3,0,0,-,1,2,3,1,2,0,0,2,-1
Andre Drummond,DET,11/12/2013,DET @ GSW,L,29,16,8,10,80.0,0,0,-,0,0,-,8,6,14,0,3,3,0,3,1
Gigi Datome,DET,11/12/2013,DET @ GSW,L,17,10,4,6,66.7,2,4,50.0,0,0,-,1,0,1,0,0,1,2,4,3
Brandon Jennings,DET,11/12/2013,DET @ GSW,L,27,13,5,14,35.7,0,4,0.0,3,4,75.0,1,0,1,2,0,0,3,2,-31
Will Bynum,DET,11/12/2013,DET @ GSW,L,21,14,4,8,50.0,0,0,-,6,10,60.0,0,4,4,4,3,0,1,3,13
Tony Mitchell,DET,11/12/2013,DET @ GSW,L,13,3,1,2,50.0,0,0,-,1,2,50.0,2,1,3,1,0,0,0,2,-4
Josh Smith,DET,11/12/2013,DET @ GSW,L,19,2,1,6,16.7,0,2,0.0,0,0,-,0,0,0,2,1,0,0,1,-15
Kyle Singler,DET,11/12/2013,DET @ GSW,L,18,4,1,2,50.0,0,1,0.0,2,2,100.0,0,0,0,1,0,0,2,3,-5
Rodney Stuckey,DET,11/12/2013,DET @ GSW,L,28,7,2,9,22.2,0,2,0.0,3,3,100.0,0,2,2,2,1,0,1,1,-11
Jonas Jerebko,DET,11/12/2013,DET @ GSW,L,9,2,1,3,33.3,0,2,0.0,0,0,-,0,1,1,0,0,0,0,2,1
Chauncey Billups,DET,11/12/2013,DET @ GSW,L,6,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-12
Greg Monroe,DET,11/12/2013,DET @ GSW,L,31,15,6,15,40.0,0,0,-,3,6,50.0,3,2,5,2,2,0,3,2,-29
Rodney Stuckey,DET,11/11/2013,DET @ POR,L,34,13,4,15,26.7,1,3,33.3,4,6,66.7,3,1,4,3,2,1,1,1,-2
Charlie Villanueva,DET,11/11/2013,DET @ POR,L,5,2,1,3,33.3,0,2,0.0,0,0,-,0,0,0,0,0,0,0,0,-6
Josh Smith,DET,11/11/2013,DET @ POR,L,36,11,4,9,44.4,1,3,33.3,2,3,66.7,1,2,3,2,1,0,1,1,-7
Greg Monroe,DET,11/11/2013,DET @ POR,L,37,19,9,17,52.9,0,0,-,1,1,100.0,4,4,8,2,0,0,0,4,3
Kyle Singler,DET,11/11/2013,DET @ POR,L,23,2,0,2,0.0,0,2,0.0,2,2,100.0,1,3,4,0,0,0,0,1,-5
Andre Drummond,DET,11/11/2013,DET @ POR,L,42,16,8,9,88.9,0,0,-,0,2,0.0,7,9,16,2,2,1,0,1,-3
Brandon Jennings,DET,11/11/2013,DET @ POR,L,32,28,11,24,45.8,1,4,25.0,5,5,100.0,1,3,4,5,3,0,2,2,-6
Will Bynum,DET,11/11/2013,DET @ POR,L,16,8,3,7,42.9,0,0,-,2,2,100.0,1,1,2,6,2,0,3,2,0
Chauncey Billups,DET,11/11/2013,DET @ POR,L,14,4,2,5,40.0,0,0,-,0,0,-,0,1,1,0,0,0,1,1,-4
Will Bynum,DET,11/08/2013,DET vs. OKC,L,13,8,2,7,28.6,0,0,-,4,4,100.0,0,1,1,0,0,0,0,1,-13
Josh Smith,DET,11/08/2013,DET vs. OKC,L,33,25,10,20,50.0,3,7,42.9,2,3,66.7,1,7,8,2,1,1,2,6,0
Chauncey Billups,DET,11/08/2013,DET vs. OKC,L,28,3,1,6,16.7,1,5,20.0,0,0,-,0,5,5,2,2,0,3,1,13
Kentavious Caldwell-Pope,DET,11/08/2013,DET vs. OKC,L,7,0,0,2,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-4
Gigi Datome,DET,11/08/2013,DET vs. OKC,L,12,6,2,5,40.0,0,2,0.0,2,2,100.0,0,1,1,0,0,0,0,2,-18
Greg Monroe,DET,11/08/2013,DET vs. OKC,L,39,20,8,13,61.5,0,0,-,4,5,80.0,10,5,15,3,2,3,2,1,6
Rodney Stuckey,DET,11/08/2013,DET vs. OKC,L,23,17,5,7,71.4,2,2,100.0,5,7,71.4,2,0,2,3,0,0,2,1,-18
Jonas Jerebko,DET,11/08/2013,DET vs. OKC,L,4,0,0,2,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-10
Brandon Jennings,DET,11/08/2013,DET vs. OKC,L,35,22,7,17,41.2,4,10,40.0,4,6,66.7,0,5,5,11,4,0,3,4,4
Kyle Singler,DET,11/08/2013,DET vs. OKC,L,23,5,2,9,22.2,1,4,25.0,0,0,-,1,1,2,1,0,0,0,6,4
Andre Drummond,DET,11/08/2013,DET vs. OKC,L,23,4,2,3,66.7,0,0,-,0,0,-,2,1,3,0,1,2,1,4,-9
Chauncey Billups,DET,11/05/2013,DET vs. IND,L,24,4,2,5,40.0,0,3,0.0,0,0,-,0,3,3,1,0,0,1,0,-15
Greg Monroe,DET,11/05/2013,DET vs. IND,L,35,14,5,10,50.0,0,0,-,4,4,100.0,4,6,10,1,1,2,2,3,-22
Andre Drummond,DET,11/05/2013,DET vs. IND,L,34,6,3,5,60.0,0,0,-,0,0,-,2,7,9,0,1,1,1,5,-18
Brandon Jennings,DET,11/05/2013,DET vs. IND,L,36,17,6,20,30.0,1,6,16.7,4,5,80.0,2,1,3,6,2,0,4,2,-7
Gigi Datome,DET,11/05/2013,DET vs. IND,L,12,2,1,7,14.3,0,4,0.0,0,0,-,0,3,3,1,1,0,0,1,18
Will Bynum,DET,11/05/2013,DET vs. IND,L,16,5,2,6,33.3,1,2,50.0,0,0,-,1,1,2,3,1,0,0,3,6
Josh Smith,DET,11/05/2013,DET vs. IND,L,37,16,5,16,31.3,1,6,16.7,5,8,62.5,2,5,7,0,1,3,4,3,-28
Kentavious Caldwell-Pope,DET,11/05/2013,DET vs. IND,L,4,5,2,2,100.0,1,1,100.0,0,0,-,0,0,0,0,0,0,0,1,9
Rodney Stuckey,DET,11/05/2013,DET vs. IND,L,16,9,4,9,44.4,1,1,100.0,0,0,-,1,1,2,1,1,0,2,5,-9
Kyle Singler,DET,11/05/2013,DET vs. IND,L,27,13,3,7,42.9,0,2,0.0,7,8,87.5,1,2,3,0,2,0,0,1,26
Will Bynum,DET,11/03/2013,DET vs. BOS,W,17,4,2,5,40.0,0,2,0.0,0,0,-,1,0,1,4,1,0,1,2,14
Andre Drummond,DET,11/03/2013,DET vs. BOS,W,40,15,7,13,53.8,0,0,-,1,4,25.0,3,9,12,0,2,2,1,2,9
Chauncey Billups,DET,11/03/2013,DET vs. BOS,W,21,5,2,4,50.0,1,3,33.3,0,0,-,0,4,4,2,2,0,2,2,10
Brandon Jennings,DET,11/03/2013,DET vs. BOS,W,31,14,5,12,41.7,1,2,50.0,3,6,50.0,1,2,3,4,4,0,2,0,-4
Jonas Jerebko,DET,11/03/2013,DET vs. BOS,W,11,2,1,2,50.0,0,0,-,0,0,-,1,3,4,1,0,0,3,1,0
Rodney Stuckey,DET,11/03/2013,DET vs. BOS,W,27,10,1,5,20.0,0,1,0.0,8,9,88.9,1,2,3,0,3,1,2,3,0
Greg Monroe,DET,11/03/2013,DET vs. BOS,W,37,15,7,14,50.0,0,0,-,1,4,25.0,7,3,10,2,1,1,4,3,10
Kyle Singler,DET,11/03/2013,DET vs. BOS,W,21,7,2,6,33.3,0,1,0.0,3,3,100.0,0,0,0,0,0,1,0,0,2
Josh Smith,DET,11/03/2013,DET vs. BOS,W,36,15,7,15,46.7,0,4,0.0,1,3,33.3,1,6,7,3,2,2,6,2,9
Rodney Stuckey,DET,11/01/2013,DET @ MEM,L,23,19,8,13,61.5,1,3,33.3,2,3,66.7,0,1,1,2,1,0,2,1,9
Greg Monroe,DET,11/01/2013,DET @ MEM,L,41,16,6,10,60.0,0,0,-,4,4,100.0,1,7,8,1,3,0,3,5,5
Kyle Singler,DET,11/01/2013,DET @ MEM,L,20,6,3,5,60.0,0,0,-,0,0,-,1,0,1,0,0,0,1,2,-3
Chauncey Billups,DET,11/01/2013,DET @ MEM,L,32,5,1,7,14.3,1,5,20.0,2,4,50.0,1,0,1,6,0,1,2,4,-11
Will Bynum,DET,11/01/2013,DET @ MEM,L,32,18,7,11,63.6,1,1,100.0,3,5,60.0,0,2,2,6,0,0,3,5,-10
Kentavious Caldwell-Pope,DET,11/01/2013,DET @ MEM,L,18,13,4,7,57.1,1,1,100.0,4,4,100.0,0,0,0,1,0,0,0,1,8
Andre Drummond,DET,11/01/2013,DET @ MEM,L,48,12,6,13,46.2,0,0,-,0,1,0.0,8,8,16,0,3,2,2,3,-11
Josh Smith,DET,11/01/2013,DET @ MEM,L,44,19,7,23,30.4,3,11,27.3,2,3,66.7,2,6,8,5,3,3,5,5,5
Jonas Jerebko,DET,11/01/2013,DET @ MEM,L,7,0,0,0,-,0,0,-,0,0,-,2,2,4,0,0,0,1,0,-7
Gigi Datome,DET,10/30/2013,DET vs. WAS,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Josh Smith,DET,10/30/2013,DET vs. WAS,W,40,19,8,12,66.7,3,7,42.9,0,0,-,1,4,5,5,0,1,4,5,13
Kentavious Caldwell-Pope,DET,10/30/2013,DET vs. WAS,W,27,9,4,12,33.3,0,3,0.0,1,2,50.0,0,1,1,2,2,0,2,4,7
Chauncey Billups,DET,10/30/2013,DET vs. WAS,W,31,16,4,8,50.0,4,5,80.0,4,4,100.0,1,2,3,5,1,0,1,3,6
Peyton Siva,DET,10/30/2013,DET vs. WAS,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0
Jonas Jerebko,DET,10/30/2013,DET vs. WAS,W,8,6,2,5,40.0,0,2,0.0,2,3,66.7,0,1,1,2,0,1,1,1,0
Will Bynum,DET,10/30/2013,DET vs. WAS,W,38,19,7,13,53.8,1,2,50.0,4,6,66.7,0,1,1,5,2,1,4,4,9
Andre Drummond,DET,10/30/2013,DET vs. WAS,W,26,12,6,7,85.7,0,0,-,0,0,-,3,5,8,1,0,0,1,5,4
Tony Mitchell,DET,10/30/2013,DET vs. WAS,W,0,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,0
Greg Monroe,DET,10/30/2013,DET vs. WAS,W,41,24,6,15,40.0,0,0,-,12,15,80.0,5,11,16,3,1,1,5,3,8
Kyle Singler,DET,10/30/2013,DET vs. WAS,W,27,8,2,6,33.3,1,5,20.0,3,3,100.0,2,6,8,1,0,0,0,2,8
Greg Monroe,DET,10/24/2013,DET vs. MIN,W,33,17,5,12,41.7,0,0,-,7,10,70.0,1,4,5,2,2,0,3,2,-12
Kyle Singler,DET,10/24/2013,DET vs. MIN,W,27,10,4,8,50.0,1,4,25.0,1,2,50.0,0,0,0,2,2,0,0,3,10
Josh Smith,DET,10/24/2013,DET vs. MIN,W,34,20,6,17,35.3,3,9,33.3,5,11,45.5,2,4,6,2,0,0,3,3,-7
Josh Harrellson,DET,10/24/2013,DET vs. MIN,W,9,0,0,2,0.0,0,1,0.0,0,0,-,0,1,1,0,1,0,0,0,13
Peyton Siva,DET,10/24/2013,DET vs. MIN,W,22,2,1,2,50.0,0,0,-,0,0,-,0,2,2,4,1,0,2,2,-9
Andre Drummond,DET,10/24/2013,DET vs. MIN,W,38,11,5,8,62.5,0,0,-,1,3,33.3,8,12,20,1,0,1,4,5,5
Kentavious Caldwell-Pope,DET,10/24/2013,DET vs. MIN,W,35,13,6,10,60.0,1,3,33.3,0,3,0.0,0,6,6,1,3,0,0,2,-11
Jonas Jerebko,DET,10/24/2013,DET vs. MIN,W,17,9,3,4,75.0,3,3,100.0,0,0,-,0,2,2,0,1,0,0,1,6
Will Bynum,DET,10/24/2013,DET vs. MIN,W,26,17,6,12,50.0,0,1,0.0,5,5,100.0,0,3,3,9,2,0,3,2,10
Tony Mitchell,DET,10/22/2013,DET vs. WAS,W,16,8,4,4,100.0,0,0,-,0,0,-,1,0,1,2,1,2,0,2,2
Josh Harrellson,DET,10/22/2013,DET vs. WAS,W,6,4,1,4,25.0,0,0,-,2,2,100.0,0,0,0,2,0,0,0,0,13
Charlie Villanueva,DET,10/22/2013,DET vs. WAS,W,3,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,2,0
Will Bynum,DET,10/22/2013,DET vs. WAS,W,25,13,5,9,55.6,1,2,50.0,2,2,100.0,0,4,4,9,2,0,2,1,13
Greg Monroe,DET,10/22/2013,DET vs. WAS,W,36,18,5,13,38.5,0,1,0.0,8,10,80.0,0,7,7,5,1,0,2,2,-2
Peyton Siva,DET,10/22/2013,DET vs. WAS,W,23,5,2,4,50.0,1,2,50.0,0,0,-,0,0,0,3,0,0,2,4,-9
Kyle Singler,DET,10/22/2013,DET vs. WAS,W,25,14,5,10,50.0,3,6,50.0,1,2,50.0,1,3,4,1,1,0,3,6,-1
Chauncey Billups,DET,10/22/2013,DET vs. WAS,W,32,12,4,10,40.0,4,8,50.0,0,0,-,0,1,1,6,0,0,2,0,1
Jonas Jerebko,DET,10/22/2013,DET vs. WAS,W,23,11,5,7,71.4,1,1,100.0,0,1,0.0,0,2,2,0,0,0,0,3,3
Andre Drummond,DET,10/22/2013,DET vs. WAS,W,35,9,4,8,50.0,0,0,-,1,4,25.0,2,12,14,0,0,1,1,3,-8
Kentavious Caldwell-Pope,DET,10/22/2013,DET vs. WAS,W,17,5,2,6,33.3,1,5,20.0,0,0,-,1,5,6,1,1,0,0,0,3
Tony Mitchell,DET,10/20/2013,DET @ ORL,L,6,0,0,1,0.0,0,0,-,0,0,-,2,1,3,0,0,0,0,0,5
Peyton Siva,DET,10/20/2013,DET @ ORL,L,47,12,3,10,30.0,1,3,33.3,5,5,100.0,0,4,4,7,3,0,9,3,4
Greg Monroe,DET,10/20/2013,DET @ ORL,L,35,19,7,11,63.6,0,0,-,5,6,83.3,1,1,2,1,1,2,3,3,9
Jonas Jerebko,DET,10/20/2013,DET @ ORL,L,15,2,1,9,11.1,0,2,0.0,0,0,-,4,2,6,0,0,0,3,3,-11
Andre Drummond,DET,10/20/2013,DET @ ORL,L,37,14,6,9,66.7,0,0,-,2,4,50.0,2,13,15,2,0,2,1,3,-12
Josh Smith,DET,10/20/2013,DET @ ORL,L,29,13,4,10,40.0,2,5,40.0,3,4,75.0,0,8,8,4,4,0,5,2,12
Kentavious Caldwell-Pope,DET,10/20/2013,DET @ ORL,L,35,11,4,9,44.4,2,3,66.7,1,2,50.0,0,1,1,1,1,1,2,4,1
Kyle Singler,DET,10/20/2013,DET @ ORL,L,21,6,1,6,16.7,0,2,0.0,4,4,100.0,1,2,3,2,3,0,0,1,-4
Charlie Villanueva,DET,10/20/2013,DET @ ORL,L,15,9,4,7,57.1,1,3,33.3,0,0,-,2,1,3,0,0,0,2,0,-9
Jonas Jerebko,DET,10/17/2013,DET @ CLE,L,14,8,3,11,27.3,0,3,0.0,2,2,100.0,1,4,5,0,1,0,2,1,-4
Kyle Singler,DET,10/17/2013,DET @ CLE,L,26,9,2,7,28.6,2,4,50.0,3,4,75.0,1,4,5,1,0,0,0,1,-4
Chauncey Billups,DET,10/17/2013,DET @ CLE,L,28,10,3,9,33.3,2,5,40.0,2,3,66.7,0,1,1,4,1,0,2,2,-6
Josh Smith,DET,10/17/2013,DET @ CLE,L,32,12,5,13,38.5,2,6,33.3,0,0,-,0,4,4,3,4,2,6,2,-7
Andre Drummond,DET,10/17/2013,DET @ CLE,L,34,8,4,7,57.1,0,0,-,0,3,0.0,1,10,11,2,2,2,2,3,-15
Kentavious Caldwell-Pope,DET,10/17/2013,DET @ CLE,L,20,4,1,7,14.3,0,1,0.0,2,2,100.0,1,1,2,1,2,0,2,3,-6
Tony Mitchell,DET,10/17/2013,DET @ CLE,L,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Greg Monroe,DET,10/17/2013,DET @ CLE,L,35,16,6,15,40.0,0,0,-,4,6,66.7,4,4,8,0,1,0,2,2,-8
Will Bynum,DET,10/17/2013,DET @ CLE,L,30,12,5,6,83.3,2,3,66.7,0,0,-,0,1,1,3,1,0,3,1,-7
Peyton Siva,DET,10/17/2013,DET @ CLE,L,18,5,0,0,-,0,0,-,5,6,83.3,0,0,0,5,0,0,2,2,-5
Will Bynum,DET,10/16/2013,DET @ CHI,L,22,1,0,8,0.0,0,0,-,1,2,50.0,0,1,1,5,1,0,1,2,-15
Andre Drummond,DET,10/16/2013,DET @ CHI,L,28,5,1,7,14.3,0,0,-,3,6,50.0,2,8,10,0,0,1,3,3,-26
Josh Harrellson,DET,10/16/2013,DET @ CHI,L,2,3,1,2,50.0,1,2,50.0,0,0,-,0,1,1,0,0,0,0,0,8
Charlie Villanueva,DET,10/16/2013,DET @ CHI,L,13,8,3,5,60.0,1,3,33.3,1,1,100.0,2,2,4,0,0,0,2,2,-6
Kentavious Caldwell-Pope,DET,10/16/2013,DET @ CHI,L,40,18,6,17,35.3,3,4,75.0,3,3,100.0,2,5,7,1,1,0,1,3,-14
Tony Mitchell,DET,10/16/2013,DET @ CHI,L,17,3,1,2,50.0,0,0,-,1,2,50.0,2,2,4,0,0,1,1,5,6
Kyle Singler,DET,10/16/2013,DET @ CHI,L,12,6,2,5,40.0,1,2,50.0,1,1,100.0,1,1,2,0,1,0,1,5,2
Peyton Siva,DET,10/16/2013,DET @ CHI,L,26,4,1,7,14.3,1,2,50.0,1,2,50.0,0,1,1,9,2,0,1,4,0
Jonas Jerebko,DET,10/16/2013,DET @ CHI,L,25,14,4,6,66.7,1,3,33.3,5,5,100.0,1,3,4,1,0,0,2,0,12
